Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 Population)",2020 Population
060614017,Carawisan II,Bgy,,,,R, 590 
060614018,Carmelo I,Bgy,,,,R, 516 
060614019,Carmelo II,Bgy,,,,R, 409 
060614020,General Fullon,Bgy,,,,R, 616 
060614021,General Luna,Bgy,,,,R, 791 
060614022,Orquia,Bgy,Igcatumbal,,,R, 204 
060614023,Iguirindon,Bgy,,,,R," 1,349 "
060614024,Insubuan,Bgy,,,,R, 386 
060614025,La Union,Bgy,,,,R, 662 
060614026,Lapak,Bgy,,,,R, 385 
060614027,Lumpatan,Bgy,,,,R, 770 
060614028,Magdalena,Bgy,,,,R, 555 
060614029,Maragubdub,Bgy,,,,R, 778 
060614030,Nagbangi I,Bgy,Amatong,,,R, 717 
060614031,Nagbangi II,Bgy,,,,R, 493 
060614033,Nasuli,Bgy,,,,R, 515 
060614034,Osorio I,Bgy,,,,R, 902 
060614035,Osorio II,Bgy,,,,R," 1,055 "
060614036,Panpanan I,Bgy,,,,R," 1,305 "
060614037,Panpanan II,Bgy,,,,R, 548 
060614039,Ramon Magsaysay,Bgy,,,,R, 675 
060614040,Rizal,Bgy,,,,R, 340 
060614041,San Rafael,Bgy,,,,R," 1,263 "
060614042,Sinundolan,Bgy,,,,R," 1,814 "
060614043,Sumaray,Bgy,,,,R, 457 
060614044,Trinidad,Bgy,,,,R," 1,149 "
060614045,Tubudan,Bgy,,,,R, 657 
060614046,Vilvar,Bgy,,,,R, 517 
060614047,Walker,Bgy,,,,R," 1,208 "
060615000,Sebaste,Mun,,,4th,," 18,816 "
060615001,Abiera,Bgy,,,,R," 2,938 "
060615002,Aguila,Bgy,,,,R," 1,450 "
060615003,Alegre,Bgy,,,,R, 657 
060615004,Aras-Asan,Bgy,,,,R," 1,810 "
060615005,Bacalan,Bgy,,,,R," 2,400 "
060615006,Callan,Bgy,,,,R," 2,052 "
060615007,Nauhon,Bgy,,,,R," 1,030 "
060615008,P. Javier,Bgy,,,,R, 321 
060615009,Poblacion,Bgy,,,,R," 3,882 "
060615010,Idio,Bgy,,,,R," 2,276 "
060616000,Sibalom,Mun,,,2nd,," 63,833 "
060616002,Alangan,Bgy,,,,R, 881 
060616003,Valentin Grasparil,Bgy,Bad-as,,,R, 514 
060616004,Bari,Bgy,,,,R," 1,024 "
060616005,Biga-a,Bgy,,,,R, 367 
060616006,Bongbongan I,Bgy,,,,R, 722 
060616007,Bongbongan II,Bgy,,,,R, 538 
060616008,Bongsod,Bgy,,,,R, 599 
060616009,Bontol,Bgy,,,,R, 967 
060616010,Bugnay,Bgy,,,,R, 344 
060616011,Bulalacao,Bgy,,,,R, 455 
060616012,Cabanbanan,Bgy,,,,R, 310 
060616013,Cabariuan,Bgy,,,,R, 769 
060616014,Cabladan,Bgy,,,,R," 1,055 "
060616015,Cadoldolan,Bgy,,,,R, 592 
060616016,Calo-oy,Bgy,,,,R, 232 
060616017,Calog,Bgy,,,,R, 406 
060616018,Catmon,Bgy,,,,R," 1,076 "
060616019,Catungan I,Bgy,,,,R, 641 
060616020,Catungan II,Bgy,,,,R, 445 
060616021,Catungan III,Bgy,,,,R, 627 
060616022,Catungan IV,Bgy,,,,R," 1,173 "
060616023,Cubay-Sermon,Bgy,,,,R," 1,429 "
060616024,Egaña,Bgy,,,,R," 3,147 "
060616025,Esperanza I,Bgy,,,,R, 389 
060616026,Esperanza II,Bgy,,,,R, 459 
060616027,Esperanza III,Bgy,,,,R, 435 
060616028,Igcococ,Bgy,,,,R, 715 
060616029,Igdalaquit,Bgy,,,,R," 1,114 "
060616030,Igdagmay,Bgy,,,,R, 369 
060616031,Iglanot,Bgy,,,,R," 1,095 "
060616032,Igpanolong,Bgy,,,,R, 481 
060616033,Igparas,Bgy,,,,R, 416 
060616034,Igsuming,Bgy,,,,R, 675 
060616035,Ilabas,Bgy,,,,R," 1,438 "
060616036,Imparayan,Bgy,,,,R, 664 
060616037,Inabasan,Bgy,,,,R, 824 
060616038,Indag-an,Bgy,,,,R, 309 
060616039,Initan,Bgy,,,,R, 566 
060616040,Insarayan,Bgy,,,,R, 673 
060616041,Lacaron,Bgy,,,,R," 2,025 "
060616042,Lagdo,Bgy,,,,R, 567 
060616043,Lambayagan,Bgy,,,,R, 484 
060616044,Luna,Bgy,,,,R, 335 
060616045,Luyang,Bgy,,,,R, 437 
060616046,Maasin,Bgy,,,,R, 449 
060616047,Mabini,Bgy,,,,R, 750 
060616048,Millamena,Bgy,,,,R, 326 
060616049,Mojon,Bgy,,,,R, 308 
060616050,Nagdayao,Bgy,,,,R," 1,445 "
060616051,Cubay-Napultan,Bgy,,,,R," 1,127 "
060616053,Nazareth,Bgy,,,,R, 843 
060616054,Odiong,Bgy,,,,R, 854 
060616055,Olaga,Bgy,,,,R, 475 
060616056,Pangpang,Bgy,,,,R, 716 
060616057,Panlagangan,Bgy,,,,R, 483 
060616058,Pantao,Bgy,,,,R, 274 
060616059,Pasong,Bgy,,,,R, 776 
060616060,Pis-Anan,Bgy,,,,R," 2,421 "
060616061,District I (Pob.),Bgy,,,,R," 1,563 "
060616062,District II (Pob.),Bgy,,,,R," 1,431 "
060616063,District III (Pob.),Bgy,,,,U," 3,788 "
060616064,District IV (Pob.),Bgy,,,,R," 2,586 "
060616065,Rombang,Bgy,,,,R, 594 
060616066,Salvacion,Bgy,,,,R, 689 
060616067,San Juan,Bgy,,,,R," 1,394 "
060616068,Sido,Bgy,,,,R, 878 
060616069,Solong,Bgy,,,,R," 1,064 "
060616070,Tabongtabong,Bgy,,,,R, 383 
060616071,Tig-Ohot,Bgy,,,,R, 518 
060616073,Tigbalua I,Bgy,,,,R, 725 
060616074,Tordesillas,Bgy,,,,R, 428 
060616075,Tulatula,Bgy,,,,R, 797 
060616076,Villafont,Bgy,,,,R, 746 
060616077,Villahermosa,Bgy,,,,R, 725 
060616078,Villar,Bgy,,,,R," 1,197 "
060616079,Tigbalua II,Bgy,,,,R, 297 
060617000,Tibiao,Mun,,,4th,," 28,703 "
060617001,Alegre,Bgy,,,,R, 297 
060617002,Amar,Bgy,,,,R," 1,101 "
060617003,Bandoja,Bgy,Lupa-an,,,R, 745 
060617004,Castillo,Bgy,,,,R, 190 
060617005,Esparagoza,Bgy,,,,R, 455 
060617006,Importante,Bgy,,,,R," 1,540 "
060617007,La Paz,Bgy,,,,R," 1,436 "
060617008,Malabor,Bgy,,,,R," 3,802 "
060617009,Martinez,Bgy,,,,R," 2,064 "
060617010,Natividad,Bgy,,,,R, 930 
060617011,Pitac,Bgy,,,,R," 1,230 "
060617012,Poblacion,Bgy,,,,U," 3,923 "
060617013,Salazar,Bgy,,,,R, 717 
060617014,San Francisco Norte,Bgy,,,,R," 1,783 "
060617015,San Francisco Sur,Bgy,,,,R," 1,859 "
060617016,San Isidro,Bgy,,,,R," 1,206 "
060617017,Santa Ana,Bgy,,,,R, 631 
060617018,Santa Justa,Bgy,,,,R," 1,510 "
060617019,Santo Rosario,Bgy,,,,R," 1,091 "
060617020,Tigbaboy,Bgy,,,,R, 397 
060617021,Tuno,Bgy,,,,R," 1,796 "
060618000,Valderrama,Mun,,,4th,," 19,971 "
060618001,Bakiang,Bgy,,,,R, 553 
060618002,Binanogan,Bgy,,,,R, 697 
060618003,Borocboroc,Bgy,,,,R, 838 
060618004,Bugnay,Bgy,,,,R," 1,036 "
060618005,Buluangan I,Bgy,,,,R," 1,804 "
060618006,Buluangan II,Bgy,,,,R, 486 
060618007,Bunsod,Bgy,,,,R, 840 
060618008,Busog,Bgy,,,,R, 193 
060618009,Cananghan,Bgy,,,,R, 294 
060618010,Canipayan,Bgy,,,,R, 583 
060618011,Cansilayan,Bgy,,,,R, 272 
060618012,Culyat,Bgy,,,,R, 206 
060618013,Iglinab,Bgy,,,,R," 1,139 "
060618014,Igmasandig,Bgy,,,,R, 310 
060618015,Lublub,Bgy,,,,R, 996 
060618016,Manlacbo,Bgy,,,,R," 1,260 "
060618017,Pandanan,Bgy,,,,R," 1,998 "
060618018,San Agustin,Bgy,,,,R," 1,080 "
060618019,Takas (Pob.),Bgy,,,,R," 1,978 "
060618020,Tigmamale,Bgy,,,,R, 891 
060618021,Ubos (Pob.),Bgy,,,,R," 2,333 "
060618022,Alon,Bgy,,,,R, 184 
061900000,Capiz,Prov,,,1st,," 804,952 "
061901000,Cuartero,Mun,,,4th,," 27,993 "
061901001,Agcabugao,Bgy,,,,R, 845 
061901002,Agdahon,Bgy,,,,R," 2,264 "
061901003,Agnaga,Bgy,,,,R, 961 
061901004,Angub,Bgy,,,,R," 1,344 "
061901005,Balingasag,Bgy,,,,R, 967 
061901007,Bito-on Ilawod,Bgy,,,,R," 1,093 "
061901008,Bito-on Ilaya,Bgy,,,,R," 1,239 "
061901009,Bun-od,Bgy,,,,R, 706 
061901010,Carataya,Bgy,,,,R," 1,690 "
061901011,Lunayan,Bgy,,,,R, 775 
061901012,Mahunodhunod,Bgy,,,,R," 1,471 "
061901013,Maindang,Bgy,,,,R," 1,327 "
061901014,Mainit,Bgy,,,,R," 1,262 "
061901015,Malagab-i,Bgy,,,,R," 1,712 "
061901016,Nagba,Bgy,,,,R," 1,676 "
061901017,Poblacion Ilawod,Bgy,,,,R," 1,201 "
061901018,Poblacion Ilaya,Bgy,,,,R," 1,027 "
061901019,Poblacion Takas,Bgy,,,,U," 1,737 "
061901020,Puti-an,Bgy,,,,R," 1,186 "
061901021,San Antonio,Bgy,,,,R," 1,706 "
061901022,Sinabsaban,Bgy,,,,R," 1,091 "
061901023,Mahabang Sapa,Bgy,,,,R, 713 
061902000,Dao,Mun,,,4th,," 33,842 "
061902001,Aganan,Bgy,,,,R, 620 
061902002,Agtambi,Bgy,,,,R," 1,310 "
061902003,Agtanguay,Bgy,,,,R," 1,380 "
061902004,Balucuan,Bgy,,,,R," 3,389 "
061902005,Bita,Bgy,,,,R, 612 
061902006,Centro,Bgy,,,,R, 989 
061902007,Daplas,Bgy,,,,R, 873 
061902008,Duyoc,Bgy,,,,R," 2,733 "
061902009,Ilas Sur,Bgy,,,,R," 1,650 "
061902012,Lacaron,Bgy,,,,R," 2,355 "
061902013,Malonoy,Bgy,,,,R," 1,452 "
061902014,Manhoy,Bgy,,,,R," 1,902 "
061902015,Mapulang Bato,Bgy,,,,R, 641 
061902016,Matagnop,Bgy,,,,R," 4,008 "
061902017,Nasunogan,Bgy,,,,R," 2,836 "
061902018,Poblacion Ilawod,Bgy,,,,R, 959 
061902019,Poblacion Ilaya,Bgy,,,,R," 1,923 "
061902020,Quinabcaban,Bgy,,,,R," 1,420 "
061902021,Quinayuya,Bgy,,,,R," 1,281 "
061902022,San Agustin,Bgy,Ilas Norte,,,R," 1,509 "
061903000,Dumalag,Mun,,,4th,," 30,098 "
061903001,Concepcion,Bgy,,,,R," 1,457 "
061903002,Consolacion,Bgy,,,,R," 2,279 "
061903003,Dolores,Bgy,,,,R," 1,548 "
061903004,Duran,Bgy,,,,R," 3,452 "
061903007,San Agustin,Bgy,,,,R, 681 
061903008,San Jose,Bgy,,,,R," 1,345 "
061903009,San Martin,Bgy,,,,R, 433 
061903010,San Miguel,Bgy,,,,R," 2,283 "
061903011,San Rafael,Bgy,,,,R," 1,765 "
061903012,San Roque,Bgy,,,,R," 2,091 "
061903013,Santa Carmen,Bgy,,,,R, 816 
061903014,Santa Cruz,Bgy,,,,R," 2,262 "
061903015,Santa Monica,Bgy,,,,R, 558 
061903016,Santa Rita,Bgy,,,,R, 615 
061903017,Santa Teresa,Bgy,,,,R, 772 
061903018,Santo Angel,Bgy,,,,R," 2,559 "
061903019,Santo Niño,Bgy,,,,R," 1,970 "
061903020,Santo Rosario,Bgy,,,,R, 660 
061903021,Poblacion,Bgy,,,,U," 2,552 "
061904000,Dumarao,Mun,,,2nd,," 49,506 "
061904001,Agbatuan,Bgy,,,,R, 767 
061904002,Aglalana,Bgy,,,,R," 1,677 "
061904003,Aglanot,Bgy,,,,R," 1,858 "
061904006,Agsirab,Bgy,,,,R," 1,228 "
061904007,Alipasiawan,Bgy,,,,R, 553 
061904008,Astorga,Bgy,,,,R," 3,164 "
061904009,Bayog,Bgy,,,,R, 231 
061904010,Bungsuan,Bgy,,,,R," 5,057 "
061904011,Calapawan,Bgy,,,,R," 1,108 "
061904012,Cubi,Bgy,,,,R, 680 
061904013,Dacuton,Bgy,,,,R," 2,760 "
061904014,Dangula,Bgy,,,,R," 1,094 "
061904015,Gibato,Bgy,,,,R," 2,627 "
061904016,Codingle,Bgy,,,,R," 1,725 "
061904017,Guinotos,Bgy,,,,R, 737 
061904018,Jambad,Bgy,,,,R, 783 
061904019,Janguslob,Bgy,,,,R," 1,770 "
061904021,Lawaan,Bgy,,,,R," 1,999 "
061904023,Malonoy,Bgy,,,,R," 1,048 "
061904024,Nagsulang,Bgy,,,,R," 1,380 "
061904026,Ongol Ilawod,Bgy,,,,R, 548 
061904027,Ongol Ilaya,Bgy,,,,R, 830 
061904028,Poblacion Ilawod,Bgy,,,,R," 1,403 "
061904029,Poblacion Ilaya,Bgy,,,,U," 1,959 "
061904030,Sagrada Familia,Bgy,,,,R," 2,687 "
061904031,Salcedo,Bgy,,,,R," 1,671 "
061904032,San Juan,Bgy,,,,R," 1,081 "
061904033,Sibariwan,Bgy,,,,R," 1,448 "
061904034,Tamulalod,Bgy,,,,R, 844 
061904035,Taslan,Bgy,,,,R, 949 
061904036,Tina,Bgy,,,,R," 1,409 "
061904037,Tinaytayan,Bgy,,,,R," 1,198 "
061904038,Traciano,Bgy,,,,R," 1,233 "
061905000,Ivisan,Mun,,,4th,," 31,278 "
061905001,Agmalobo,Bgy,,,,R," 1,023 "
061905002,Agustin Navarra,Bgy,,,,R," 1,256 "
061905003,Balaring,Bgy,,,,R," 1,686 "
061905004,Basiao,Bgy,,,,R," 3,091 "
061905005,Cabugao,Bgy,,,,R," 1,599 "
061905006,Cudian,Bgy,,,,R," 1,890 "
061905007,Ilaya-Ivisan,Bgy,,,,R," 3,903 "
061905008,Malocloc Norte,Bgy,,,,R," 2,435 "
061905009,Malocloc Sur,Bgy,,,,R," 1,775 "
061905010,Matnog,Bgy,,,,R, 991 
061905011,Mianay,Bgy,,,,R," 2,275 "
061905012,Ondoy,Bgy,,,,R," 2,219 "
061905013,Poblacion Norte,Bgy,,,,R," 2,676 "
061905014,Poblacion Sur,Bgy,,,,U," 2,413 "
061905015,Santa Cruz,Bgy,,,,R," 2,046 "
061906000,Jamindan,Mun,,,2nd,," 38,670 "
061906001,Agambulong,Bgy,,,,R," 2,832 "
061906002,Agbun-od,Bgy,,,,R, 952 
061906003,Agcagay,Bgy,,,,R," 1,349 "
061906004,Aglibacao,Bgy,,,,R, 559 
061906005,Agloloway,Bgy,,,,R, 956 
061906006,Bayebaye,Bgy,,,,R," 1,768 "
061906007,Caridad,Bgy,,,,R, 546 
061906008,Esperanza,Bgy,,,,R, 943 
061906009,Fe,Bgy,,,,R, 540 
061906010,Ganzon,Bgy,,,,R," 1,034 "
061906011,Guintas,Bgy,,,,R," 1,063 "
061906012,Igang,Bgy,,,,R, 434 
061906013,Jaena Norte,Bgy,,,,R," 4,710 "
061906014,Jaena Sur,Bgy,,,,R," 1,503 "
061906015,Jagnaya,Bgy,,,,R," 1,320 "
061906016,Lapaz,Bgy,,,,R," 1,165 "
061906017,Linambasan,Bgy,,,,R," 1,286 "
061906018,Lucero,Bgy,,,,R," 2,391 "
061906019,Maantol,Bgy,,,,R, 858 
061906020,Masgrau,Bgy,,,,R, 236 
061906021,Milan,Bgy,,,,R," 1,420 "
061906022,Molet,Bgy,,,,R, 407 
061906023,Pangabat,Bgy,,,,R," 1,493 "
061906024,Pangabuan,Bgy,,,,R," 2,018 "
061906025,Pasol-o,Bgy,,,,R, 947 
061906026,Poblacion,Bgy,,,,R," 1,692 "
061906027,San Jose,Bgy,,,,R," 1,033 "
061906028,San Juan,Bgy,,,,R, 851 
061906029,San Vicente,Bgy,,,,R," 1,095 "
061906030,Santo Rosario,Bgy,,,,R," 1,269 "
061907000,Ma-Ayon,Mun,,,3rd,," 41,226 "
061907001,Aglimocon,Bgy,,,,R," 1,474 "
061907002,Alasaging,Bgy,,,,R, 920 
061907003,Alayunan,Bgy,,,,R, 603 
061907004,Balighot,Bgy,,,,R," 1,537 "
061907005,Batabat,Bgy,,,,R," 1,644 "
061907006,Bongbongan,Bgy,,,,R," 1,196 "
061907007,Cabungahan,Bgy,,,,R," 1,483 "
061907008,Canapian,Bgy,,,,R," 1,644 "
061907009,Carataya,Bgy,,,,R," 1,151 "
061907010,Duluan,Bgy,,,,R, 688 
061907011,East Villaflores,Bgy,,,,R," 1,637 "
061907012,Fernandez,Bgy,,,,R, 710 
061907013,Guinbi-alan,Bgy,,,,R, 891 
061907014,Indayagan,Bgy,,,,R," 1,506 "
061907015,Jebaca,Bgy,,,,R, 918 
061907016,Maalan,Bgy,,,,R, 971 
061907017,Manayupit,Bgy,,,,R," 1,169 "
061907018,New Guia,Bgy,,,,R," 1,267 "
061907019,Quevedo,Bgy,Ngalan,,,R," 1,669 "
061907020,Old Guia,Bgy,,,,R, 884 
061907021,Palaguian,Bgy,,,,R," 1,183 "
061907022,Parallan,Bgy,,,,R, 823 
061907023,Piña,Bgy,,,,R, 997 
061907024,Poblacion Ilawod,Bgy,,,,R," 1,191 "
061907025,Poblacion Ilaya,Bgy,,,,R," 2,045 "
061907026,Poblacion Tabuc,Bgy,,,,R," 1,820 "
061907028,Quinabonglan,Bgy,,,,R," 1,116 "
061907029,Quinat-uyan,Bgy,,,,R," 1,101 "
061907030,Salgan,Bgy,,,,R," 1,343 "
061907031,Tapulang,Bgy,,,,R," 1,551 "
061907032,Tuburan,Bgy,,,,R," 2,559 "
061907034,West Villaflores,Bgy,,,,R," 1,535 "
061908000,Mambusao,Mun,,,3rd,," 40,690 "
061908001,Atiplo,Bgy,,,,R," 2,449 "
061908002,Balat-an,Bgy,,,,R," 1,235 "
061908003,Balit,Bgy,,,,R," 1,037 "
061908004,Batiano,Bgy,,,,R, 907 
061908005,Bating,Bgy,,,,R," 1,043 "
061908006,Bato Bato,Bgy,,,,R," 2,205 "
061908007,Baye,Bgy,,,,R, 874 
061908008,Bergante,Bgy,,,,R," 1,012 "
061908009,Bunga,Bgy,,,,R," 1,294 "
061908010,Bula,Bgy,,,,R," 3,259 "
061908011,Bungsi,Bgy,,,,R, 855 
061908012,Burias,Bgy,,,,R," 4,062 "
061908013,Caidquid,Bgy,,,,R," 2,046 "
061908014,Cala-agus,Bgy,,,,R, 959 
061908015,Libo-o,Bgy,,,,R, 467 
061908016,Manibad,Bgy,,,,R," 1,847 "
061908017,Maralag,Bgy,,,,R," 1,328 "
061908018,Najus-an,Bgy,,,,R," 1,330 "
061908019,Pangpang Norte,Bgy,,,,R, 878 
061908020,Pangpang Sur,Bgy,,,,R, 760 
061908021,Pinay,Bgy,,,,R," 1,067 "
061908022,Poblacion Proper,Bgy,,,,R," 3,145 "
061908023,Poblacion Tabuc,Bgy,,,,U," 2,696 "
061908024,Sinondojan,Bgy,,,,R, 619 
061908025,Tugas,Bgy,,,,R," 1,521 "
061908026,Tumalalud,Bgy,,,,R," 1,795 "
061909000,Panay,Mun,,,3rd,," 48,890 "
061909001,Agbalo,Bgy,,,,R," 1,261 "
061909002,Agbanban,Bgy,,,,R," 1,006 "
061909003,Agojo,Bgy,,,,R," 1,642 "
061909004,Anhawon,Bgy,,,,R," 1,177 "
061909005,Bagacay,Bgy,,,,R, 632 
061909006,Bago Chiquito,Bgy,,,,R," 1,019 "
061909007,Bago Grande,Bgy,,,,R," 1,007 "
061909008,Bahit,Bgy,,,,R, 390 
061909009,Bantique,Bgy,,,,R," 1,357 "
061909010,Bato,Bgy,,,,R," 1,983 "
061909011,Binangig,Bgy,,,,R, 455 
061909012,Binantuan,Bgy,,,,R, 773 
061909013,Bonga,Bgy,,,,R," 2,094 "
061909014,Buntod,Bgy,,,,R," 1,280 "
061909015,Butacal,Bgy,,,,R," 1,177 "
061909016,Cabugao Este,Bgy,,,,R, 965 
061909017,Cabugao Oeste,Bgy,,,,R, 901 
061909018,Calapawan,Bgy,,,,R," 1,619 "
061909019,Calitan,Bgy,,,,R," 1,372 "
061909020,Candual,Bgy,,,,R," 1,416 "
061909021,Cogon,Bgy,,,,U," 1,003 "
061909022,Daga,Bgy,,,,R," 1,613 "
061909023,Ilamnay,Bgy,,,,R, 167 
061909024,Jamul-awon,Bgy,,,,R, 801 
061909025,Lanipga,Bgy,,,,R," 1,041 "
061909026,Lat-Asan,Bgy,,,,R, 793 
061909027,Libon,Bgy,,,,R," 1,011 "
061909028,Linao,Bgy,,,,R," 1,005 "
061909029,Linateran,Bgy,,,,R," 1,029 "
061909030,Lomboy,Bgy,,,,R, 975 
061909031,Lus-Onan,Bgy,,,,U," 1,113 "
061909032,Magubilan,Bgy,,,,R, 922 
061909033,Navitas,Bgy,,,,R," 1,290 "
061909034,Pawa,Bgy,,,,R," 2,776 "
061909035,Pili,Bgy,,,,R, 303 
061909036,Poblacion Ilawod,Bgy,,,,R, 501 
061909037,Poblacion Ilaya,Bgy,,,,R," 3,440 "
061909038,Poblacion Tabuc,Bgy,,,,R, 996 
061909039,Talasa,Bgy,,,,R, 262 
061909040,Tanza Norte,Bgy,,,,R," 1,862 "
061909041,Tanza Sur,Bgy,,,,R," 1,351 "
061909042,Tico,Bgy,,,,R," 1,110 "
061910000,Panitan,Mun,,,3rd,," 42,565 "
061910001,Agbabadiang,Bgy,,,,R, 507 
061910002,Agkilo,Bgy,,,,R," 1,154 "
061910003,Agloway,Bgy,,,,R," 1,372 "
061910004,Ambilay,Bgy,,,,R," 1,378 "
061910005,Bahit,Bgy,,,,R," 1,251 "
061910006,Balatucan,Bgy,,,,R," 1,847 "
061910007,Banga-an,Bgy,,,,R," 1,128 "
061910008,Cabugao,Bgy,,,,R," 1,028 "
061910009,Cabangahan,Bgy,,,,R," 1,185 "
061910010,Cadio,Bgy,,,,R," 1,165 "
061910011,Cala-an,Bgy,,,,R," 1,446 "
061910012,Capagao,Bgy,,,,R," 2,697 "
061910013,Cogon,Bgy,,,,R," 3,810 "
061910014,Conciencia,Bgy,,,,R," 1,835 "
061910015,Ensenagan,Bgy,,,,R," 1,156 "
061910016,Intampilan,Bgy,,,,R," 2,675 "
061910017,Pasugue,Bgy,,,,R, 962 
061910018,Poblacion Ilawod,Bgy,,,,R, 813 
061910019,Poblacion Ilaya,Bgy,,,,R," 1,699 "
061910020,Quios,Bgy,,,,R," 1,333 "
061910021,Salocon,Bgy,,,,R," 2,066 "
061910022,Tabuc Norte,Bgy,,,,R, 636 
061910023,Tabuc Sur,Bgy,,,,R," 1,444 "
061910024,Timpas,Bgy,,,,U," 5,179 "
061910025,Tincupon,Bgy,,,,R," 1,553 "
061910026,Tinigban,Bgy,,,,R," 1,246 "
061911000,Pilar,Mun,,,3rd,," 47,100 "
061911001,Balogo,Bgy,,,,R," 1,442 "
061911002,Binaobawan,Bgy,,,,R," 1,176 "
061911003,Blasco,Bgy,,,,R, 507 
061911004,Casanayan,Bgy,,,,R," 3,043 "
061911005,Cayus,Bgy,,,,R," 2,133 "
061911006,Dayhagan,Bgy,,,,R," 1,685 "
061911007,Dulangan,Bgy,,,,U," 6,019 "
061911010,Monteflor,Bgy,,,,R, 948 
061911011,Natividad,Bgy,,,,R," 4,644 "
061911012,Olalo,Bgy,,,,R, 500 
061911013,Poblacion,Bgy,,,,R," 1,872 "
061911014,Rosario,Bgy,,,,R," 1,296 "
061911015,San Antonio,Bgy,,,,R," 1,353 "
061911016,San Blas,Bgy,,,,R, 969 
061911017,San Esteban,Bgy,,,,R," 1,893 "
061911018,San Fernando,Bgy,,,,R," 1,965 "
061911019,San Nicolas,Bgy,,,,R," 2,269 "
061911020,San Pedro,Bgy,,,,R," 1,669 "
061911021,San Ramon,Bgy,,,,R," 2,773 "
061911022,San Silvestre,Bgy,,,,R, 794 
061911023,Sinamongan,Bgy,,,,R," 2,119 "
061911024,Santa Fe,Bgy,,,,R," 2,972 "
061911025,Tabun-acan,Bgy,,,,R," 1,911 "
061911026,Yating,Bgy,,,,R," 1,148 "
061912000,Pontevedra,Mun,,,3rd,," 49,725 "
061912001,Agbanog,Bgy,,,,R, 928 
061912002,Agdalipe,Bgy,,,,R, 605 
061912003,Ameligan,Bgy,,,,R," 1,337 "
061912004,Bailan,Bgy,,,,R," 2,816 "
061912005,Banate,Bgy,,,,R, 895 
061912006,Bantigue,Bgy,,,,R, 496 
061912007,Binuntucan,Bgy,,,,R," 5,228 "
061912008,Cabugao,Bgy,,,,R, 454 
061912009,Gabuc,Bgy,Caugiat,,,R, 623 
061912011,Guba,Bgy,,,,R, 806 
061912012,Hipona,Bgy,,,,R," 2,669 "
061912013,Intungcan,Bgy,,,,R," 1,455 "
061912014,Jolongajog,Bgy,,,,R," 2,198 "
061912015,Lantangan,Bgy,,,,R," 2,347 "
061912016,Linampongan,Bgy,,,,R," 1,475 "
061912017,Malag-it,Bgy,,,,R," 2,230 "
061912018,Manapao,Bgy,,,,R, 651 
061912019,Ilawod (Pob.),Bgy,,,,U," 2,214 "
061912020,Ilaya (Pob.),Bgy,,,,R, 937 
061912021,Rizal,Bgy,,,,R," 4,285 "
061912022,San Pedro,Bgy,,,,R," 1,442 "
061912023,Solo,Bgy,,,,R," 1,087 "
061912024,Sublangon,Bgy,,,,R," 2,552 "
061912025,Tabuc,Bgy,,,,R," 3,821 "
061912026,Tacas,Bgy,,,,R," 4,515 "
061912027,Yatingan,Bgy,,,,R," 1,659 "
061913000,President Roxas,Mun,,,4th,," 31,269 "
061913001,Aranguel,Bgy,,,,R," 1,244 "
061913002,Badiangon,Bgy,,,,R," 2,183 "
061913003,Bayuyan,Bgy,,,,R," 1,015 "
061913004,Cabugcabug,Bgy,,,,R," 1,800 "
061913005,Carmencita,Bgy,,,,R," 1,046 "
061913006,Cubay,Bgy,,,,R," 1,183 "
061913007,Culilang,Bgy,,,,R, 619 
061913008,Goce,Bgy,,,,R," 1,088 "
061913009,Hanglid,Bgy,,,,R," 1,393 "
061913010,Ibaca,Bgy,,,,R," 1,723 "
061913011,Madulano,Bgy,,,,R, 911 
061913012,Manoling,Bgy,,,,R, 983 
061913013,Marita,Bgy,,,,R," 1,581 "
061913014,Pandan,Bgy,,,,R, 694 
061913015,Pantalan Cabugcabug,Bgy,,,,R," 2,021 "
061913016,Pinamihagan,Bgy,,,,R, 385 
061913017,Poblacion,Bgy,Elizalde,,,U," 6,473 "
061913018,Pondol,Bgy,,,,R, 855 
061913019,Quiajo,Bgy,,,,R, 675 
061913020,Sangkal,Bgy,,,,R, 508 
061913021,Santo Niño,Bgy,,,,R, 279 
061913022,Vizcaya,Bgy,,,,R," 2,610 "
061914000,City of Roxas (Capital),City,,CC,3rd,," 179,292 "
061914001,Adlawan,Bgy,,,,U," 2,597 "
061914002,Bago,Bgy,,,,R," 2,047 "
061914003,Balijuagan,Bgy,,,,R," 2,166 "
061914004,Banica,Bgy,,,,U," 8,950 "
061914005,Poblacion I,Bgy,Barangay I,,,R," 1,443 "
061914006,Poblacion X,Bgy,Barangay X,,,U," 1,352 "
061914007,Poblacion XI,Bgy,Barangay XI,,,U," 1,174 "
061914009,Poblacion II,Bgy,Barangay II,,,R," 1,382 "
061914010,Poblacion III,Bgy,Barangay III,,,U, 523 
061914011,Poblacion IV,Bgy,Barangay IV,,,U, 135 
061914012,Poblacion V,Bgy,Barangay V,,,R," 1,934 "
061914013,Poblacion VI,Bgy,Barangay VI,,,R, 490 
061914014,Poblacion VII,Bgy,Barangay VII,,,R," 2,117 "
061914015,Poblacion VIII,Bgy,Barangay VIII,,,U, 975 
